PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Aso, K; Migita, M; Ihda, T				Aso, K; Migita, M; Ihda, T			The mechanism of nitrogen utilization by Azotobacter	SOIL SCIENCE			English	Article									Tokyo Univ, Tokyo, Japan							ASO K, 1903, INTRO ETUDE CHIM VEG; ASO K, 1901, INTRO CHEM PLANT PHY; BURX D, 1936, SOIL SCI, V41, P81; LOEW O, 1906, B COL AGR TOKYO IMP, V7, P4; ROSSI G, 1932, B SOC INT MICROBIOL, V4, P189; Wieland H, 1922, BER DTSCH CHEM GES, V55, P3639, DOI 10.1002/cber.19220551105; Winogradsky S, 1930, CR HEBD ACAD SCI, V190, P661	7	5	5	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0038-075X			SOIL SCI	Soil Sci.	JUL-DEC	1939	48	1					1	8		10.1097/00010694-193907000-00001		8	Soil Science	Agriculture	V6092	WOS:000187811200001		
