PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Motora, Y				Motora, Y			A study on the conductivity of the nervous system.	AMERICAN JOURNAL OF PSYCHOLOGY			English	Article									Univ Tokyo, Tokyo, Japan								0	1	1	UNIV ILLINOIS PRESS	CHAMPAIGN	1325 S OAK ST, CHAMPAIGN, IL 61820-6903 USA	0002-9556			AM J PSYCHOL	Am. J. Psychol.		1903	14						593	614				22	Psychology, Multidisciplinary	Psychology	V01YN	WOS:000200131300035		
