PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Ogata, T; Ogata, A				Ogata, T; Ogata, A			Henle's reaction of the chromaffin cells in the adrenals, and the microscopic test for adrenalin.	JOURNAL OF EXPERIMENTAL MEDICINE			English	Article									Imperial Univ Tokyo, Pathol Inst, Tokyo, Japan; Imperial Univ Tokyo, Pharmaceut Inst, Chem Lab, Tokyo, Japan							BEUSCH, POGGENDORFS ANN, V4; BIEDL A, 1913, INNERE SEKRETION PHY; BONNAMOUR S, 1902, COMPT REND ASS ANAT, V4, P54; BONNAMOUR S, 1905, ETUDE HIST PHENOMENE; Borberg NC, 1913, SKAND ARCH PHYSIOL, V28, P91; CIACCIO C, 1906, COMPT REND SOC BIOL, V60, P332; COSTA, 1906, 15 CONGR INT MED 1, P393; Dewiltzky W, 1912, BEITR PATHOL ANAT AL, V52, P431; Elliott TR, 1906, J PHYSIOL-LONDON, V34, P332; HENLE J, 1865, Z RATION MED, V24, P142; INGIER A, 1911, DTSCH ARCH KLIN MED, V104, P125; KAHN RH, 1911, ARCH GES PHYSL, V140, P209; Kohn A, 1903, ARCH MIKRO ANAT ENTW, V62, P263, DOI 10.1007/BF02985550; LAIGNELAVASTINE, 1905, COMPT REND SOC BIOL, V58, P661; MAUS, POGGENDORFS ANN, V9; MULON, 1905, COMPT REND SOC BIOL, V57, P757; Mulon P, 1904, CR SOC BIOL, V56, P113; POLL H, 1906, HDB VERGL EXP ENTWIC, V3, P442; POPIELSKI LO, 1912, LWOW TYGODN LEK, V7, P341; POPP P, 1870, ANN CHEM PHARM, V156, P90; SCHIFF H, 1874, CHROMSUPEROXYD, V171, P116; SCHIFF H, 1861, ANN CHEM PHARM, V120, P207, DOI 10.1002/jlac.18611200207; SCHUR H, 1907, VERHNADL DTSCH PATH, V11, P175; SCHUR H, 1907, WIEN KLIN WOCHSCHR, V20, P1202; SCHWEITZER E, 1846, J PRAKT CHEM, V39, P257, DOI 10.1002/prac.18460390155; STILLING H, 1898, ARCH MIKROSK ANAT, V52, P176, DOI 10.1007/BF02976170; VOGEL A, 1859, J PRAKT CHEM, V77, P482; Wiesel J, 1904, VIRCHOWS ARCH A, V176, P103, DOI 10.1007/BF02040590	28	13	13	ROCKEFELLER UNIV PRESS	NEW YORK	1114 FIRST AVE, 4TH FL, NEW YORK, NY 10021 USA	0022-1007			J EXP MED	J. Exp. Med.	JUN	1917	25	6					807	U103		10.1084/jem.25.6.807		12	Immunology; Medicine, Research & Experimental	Immunology; Research & Experimental Medicine	V26JA	WOS:000201781000005		
