PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Nishina, Y; Yasaki, T; Ezoe, H; Kimura, K; Ikawa, K				Nishina, Y; Yasaki, T; Ezoe, H; Kimura, K; Ikawa, K			Induced beta-activity of uranium by fast neutrons	PHYSICAL REVIEW			English	Letter									Imperial Univ Tokyo, Fac Sci, Chem Inst, Tokyo, Japan							NISHINA Y, 1940, IN PRESS NATURE; Nishina Y, 1938, NATURE, V142, P874, DOI 10.1038/142874c0; Nishina Y, 1939, NATURE, V144, P547; Segre E, 1939, PHYS REV, V55, P1104, DOI 10.1103/PhysRev.55.1104	4	20	20	AMER INST PHYSICS	MELVILLE	CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA	0031-899X			PHYS REV	Phys. Rev.	JUN	1940	57	12					1182	1182		10.1103/PhysRev.57.1182		1	Physics, Multidisciplinary	Physics	V24CQ	WOS:000201629200016		
