PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Sakai, M; Yoshida, S				Sakai, M; Yoshida, S			Effect of pairing correlations on allowed beta transitions of G-T type	NUCLEAR PHYSICS			English	Article									Univ Tokyo, Inst Nucl Study, Tokyo, JAPAN	Sakai, M (reprint author), Univ Tokyo, Inst Nucl Study, Tokyo, JAPAN.						ARIMA A, 1963, COMMUNICATION; Bohr A., 1953, MAT FYS MEDD DAN VID, V27; BOLOTIN HH, 1961, PHYS REV, V123, P213; CAINE MA, 1958, P PHYS SOC LOND, V71, P939; COHEN BL, 1961, PHYS REV, V121, P1441, DOI 10.1103/PhysRev.121.1441; COHEN BL, 1962, PHYS REV, V125, P1358, DOI 10.1103/PhysRev.125.1358; *I NUCL STUD JAP, 1961, 25 REP; *I NUCL STUD JAP, 1959, 19 REP; IKEDA K, 1963, COMMUNICATION; IKEGAMI H, 1961, PHYS REV, V124, P1518, DOI 10.1103/PhysRev.124.1518; KISSLINGER LS, 1963, COMMUNICATION; Kisslinger LS, 1960, MAT FYS MEDD DAN VID, V32; *NAT AC SCI NAT RE, NUCL DAT SHEET; NORDHEIM LW, 1951, REV MOD PHYS, V23, P322, DOI 10.1103/RevModPhys.23.322; SAKAI M, 1962, NUCL PHYS, V33, P96, DOI 10.1016/0029-5582(62)90507-2; SILVERBERG L, 1963, PHYS LETT, V3, P158, DOI 10.1016/0031-9163(63)90397-4; SOLOVIEV VG, 1963, MAT FYS MEDD DAN VID, V3, P158; TAMURA T, 1962, NUCL PHYS, V30, P579, DOI 10.1016/0029-5582(62)90079-2; WU CS, 1955, BETA GAMMA RAY SPECT, P323; YOSHIDA S, 1961, PHYS REV, V123, P2122, DOI 10.1103/PhysRev.123.2122; YOSHIZAWA Y, 1962, JAPAN ATOM ENERGY RE, V1020, P123	21	29	29				0029-5582			NUCL PHYS			1964	50	3					497	515		10.1016/0029-5582(64)90224-X		19	Physics, Nuclear	Physics	9179B	WOS:A19649179B00007		
