PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Nagaoka, H; Takamine, T				Nagaoka, H.; Takamine, T.			Anomalous Zeeman Effect in Satellites of the Violet Line (4359) of Mercury.	PHILOSOPHICAL MAGAZINE			English	Article									[Nagaoka, H.; Takamine, T.] Univ Tokyo, Inst Phys, Tokyo 1138654, Japan; [Takamine, T.] Imperial Univ, Tokyo, Japan	Nagaoka, H (reprint author), Univ Tokyo, Inst Phys, Tokyo 1138654, Japan.						GEHRCKE, 1906, VER DTSCH PHYS GES, V8, P399; GMELIN, 1909, THESIS TUBINGEN, P41; JANICKI, 1912, ANN PHYS, V39, P439; LUNELUND, 1911, ANN PHYS, V34, P505; NAGAOKA, 1914, PHILOS MAG, V27, P333, DOI 10.1080/14786440208635094; NAGAOKA, 1912, P PHYS SOC LOND, V25, P1; VOIGT, 1913, ANN PHYS, V42, P815; WALIMOHAMMAD, 1912, THESIS GOTTINGEN; WALIMOHAMMAD, 1912, ANN PHYS, V34, P225; WENDT, 1912, ANN PHYS, V37, P535	10	1	1	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1478-6435			PHILOS MAG	Philos. Mag.	FEB	1915	29	170			SI		241	U64		10.1080/14786440208635302		15	Materials Science, Multidisciplinary; Mechanics; Metallurgy & Metallurgical Engineering; Physics, Applied; Physics, Condensed Matter	Materials Science; Mechanics; Metallurgy & Metallurgical Engineering; Physics	V19MU	WOS:000208077300003		
