PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Hayashi, H				Hayashi, H			Further research on the chemical nature of the tetanus toxin.	ARCHIV FUR EXPERIMENTELLE PATHOLOGIE UND PHARMAKOLOGIE			German	Article									Univ Tokyo, Inst Pharmakol, Tokyo, Japan							BRIEGER, 1895, Z HYGIENE, V19; HAYASHI, CHEM NATUR TETANUSTO, V4; KUHNE, Z BIOL, V20; PIEK, HOPPESEYLERS Z PHYSL, V24; 1890, BERL KLIN WOCHENSCHR; 1893, MUNCH MED WOCHENSCHR, V24; 1896, DTSCH MED WOCHENSCHR; 1896, Z HYGIENE, V21, P259; 1893, CENTRALBL BACT PARAS, V19; 1890, ARCH EXPER PATH PHAR, V27	10	1	1	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0365-2041			ARCH EXP PATHOL PHAR		DEC	1901	47	1/2					9	18		10.1007/BF01991790		10	Pharmacology & Pharmacy	Pharmacology & Pharmacy	V15SV	WOS:000201062900002		
