PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Sawaoka, A; Miyahara, S; Nagasaki, H; Minomura, S				Sawaoka, Akira; Miyahara, Syohei; Nagasaki, Hiroshi; Minomura, Sigeru			EFFECT OF PRESSURE ON THE ELECTRICAL RESISTIVITY OF SOME VANADIUM SPINELS	SOLID STATE COMMUNICATIONS			English	Article								The vanadium spinels MV(2)O(4), where M = Mn, Fe, Zn and Co, were prepared. The effect of pressure on the resistivity of the four samples up to 320 kbars and the lattice constant of CoV(2)O(4) up to 50 kbars were measured by using the high pressure cells of Drickamer type. In general, the resistivity is found to decrease with increasing pressure. The temperature coefficient of resistivity for CoV2O4 Increases with Increasing pressure. The V(3+)-V(3+) distance decreases by 2.5 per cent at 50 kbars. The critical cation-cation separation localized vs. collective electron Is smaller than the value 2. 97 angstrom given by Goodenough et.al.	[Sawaoka, Akira] Hokkaido Univ, Dept Phys, Sapporo, Hokkaido 060, Japan; Univ Tokyo, Inst Solid State Phys, Tokyo, Japan	Sawaoka, A (reprint author), Hokkaido Univ, Dept Phys, Sapporo, Hokkaido 060, Japan.						BALCHAN AS, 1961, REV SCI INSTRUM, V32, P308, DOI 10.1063/1.1717350; ROGERS DB, 1964, J APPL PHYS, V35, P1069, DOI 10.1063/1.1713383; ROGERS DB, 1963, J PHYS CHEM SOLIDS, V24, P347, DOI 10.1016/0022-3697(63)90193-8; Bridgman P. W., 1945, P AM ACAD ARTS SCI, V76, P1, DOI 10.2307/20023492; GOODENOUGH JB, PROGR INORGANIC CHEM, V3; MINOMURA S, 1962, J PHYS CHEM SOLIDS, V23, P451, DOI 10.1016/0022-3697(62)90085-9; MINOMURA S, 1963, J APPL PHYS, V34, P3043, DOI 10.1063/1.1729117; PEREZALBUERNE EA, 1964, REV SCI INSTRUM, V35, P29, DOI 10.1063/1.1718703; SAMARA GA, 1962, J PHYS CHEM SOLIDS, V23, P457, DOI 10.1016/0022-3697(62)90086-0; SAWAOKA A, J PHYS SOC JAP UNPUB	10	7	7	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0038-1098			SOLID STATE COMMUN	Solid State Commun.	JUL	1965	3	7					155	158		10.1016/0038-1098(65)90180-8		4	Physics, Condensed Matter	Physics	V19AB	WOS:000208044200006		
