PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
B	TATSUMI, T; ASANO, K; YANAGISAWA, K		Weitkamp, J; Karge, HG; Pfeifer, H; Holderich, W		TATSUMI, T; ASANO, K; YANAGISAWA, K			FACTORS DETERMINING SUBSTRATE-SPECIFICITY IN TITANIUM SILICALITE CATALYZED OXIDATIONS	ZEOLITES AND RELATED MICROPOROUS MATERIALS: STATE OF THE ART 1994	STUDIES IN SURFACE SCIENCE AND CATALYSIS		English	Article; Proceedings Paper	10th International Zeolite Conference	JUL 17-22, 1994	GARMISCH PARTENKIR, GERMANY				HYDROGEN-PEROXIDE; HYDROXYLATION; SELECTIVITY; ALKANES; TS-1	Factors determining the substrate specificity in the oxidations catalyzed by titanium silicalites TS-1 and TS-2 have been investigated. Diffusion has been revealed to play a major role in the shape selective oxidation of alkanes. There is a significant difference in the shape selectivity and influence of cosolvent among a variety of substrates. Polarity of the substrate as well as its size is important in this liquid phase oxidation using aqueous H2O2.		TATSUMI, T (reprint author), UNIV TOKYO,FAC ENGN,DEPT SYNTHET CHEM,TOKYO 113,JAPAN.						CLERICI MG, 1991, J CATAL, V129, P159, DOI 10.1016/0021-9517(91)90019-Z; OLSON DH, 1980, J CATAL, V61, P390, DOI 10.1016/0021-9517(80)90386-3; NAMBA S, 1984, ZEOLITES, V4, P77, DOI 10.1016/0144-2449(84)90078-2; REDDY JS, 1990, APPL CATAL, V58, pL1, DOI 10.1016/S0166-9834(00)82273-3; [Anonymous], 1989, STUD SURF SCI CATAL, DOI 10.1016/S0167-2991(08)60677-1; DEO G, 1993, ZEOLITES, V13, P365, DOI 10.1016/0144-2449(93)90151-R; FLANIGEN EM, 1978, NATURE, V272, P437; HILL SG, 1985, ZEOLITES, V5, P173, DOI 10.1016/0144-2449(85)90026-0; HUYBRECHTS DRC, 1990, NATURE, V345, P240, DOI 10.1038/345240a0; Meier W., 1992, ATLAS ZEOLITE STRUCT; NATARI B, 1987, STUD SRUF SCI CATAL, V37, P413; OHSUNA T, IN PRESS; OLSON DH, 1984, ACS SYM SER, V248, P275; RAO PRHP, 1991, J CHEM SOC CHEM COMM, P1139, DOI 10.1039/c39910001139; REDDY JS, 1991, J CATAL, V130, P440; Ruthven D, 1992, DIFFUSION ZEOLITES O; Saronno P. R., 1988, US Patent, Patent No. 4745221; SHELDON RA, 1980, J MOL CATAL, V7, P107, DOI 10.1016/0304-5102(80)85010-3; TATSUMI T, 1991, CAT SCI TEC, V1, P213; TATSUMI T, 1990, J CHEM SOC CHEM COMM, P476, DOI 10.1039/c39900000476; TATSUMI T, 1992, J CHEM SOC CHEM COMM, P1446, DOI 10.1039/c39920001446; TATSUMI T, 1991, CATAL LETT, V10, P259, DOI 10.1007/BF00772079; TATSUMI T, 1991, SHOKUBAI, V33, P444; TUEL A, 1991, J MOL CATAL, V68, P45, DOI 10.1016/0304-5102(91)80060-G	24	19	20	ELSEVIER SCIENCE PUBL B V	AMSTERDAM	SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS			0-444-81847-2	STUD SURF SCI CATAL			1994	84		A-C				1861	1868				8	Chemistry, Physical	Chemistry	BD02E	WOS:A1994BD02E00229		
