101,78,97
101,103,105
18,74,35
71,44,17
52,46,11
97,94,88
78,76,97
76,22,54
130,143,19
88,86,76
76,88,101
97,88,75
53,29,46
26,56,0
81,88,94
6,54,11
88,110,75
10,42,25
26,10,52
81,94,88
46,63,54
49,26,42
46,11,52
76,101,89
10,58,71
88,97,86
75,88,80
76,110,100
67,63,46
97,94,143
72,31,68
97,103,101
130,30,58
88,101,76
0,71,54
81,94,88
78,96,97
0,11,56
46,54,24
81,88,76
18,74,6
76,81,101
24,67,62
67,24,46
42,6,54
60,65,48
6,71,42
76,6,54
91,19,0
88,101,103
94,111,97
88,97,101
71,29,46
97,94,111
71,67,46
88,76,86
6,11,26
76,89,101
94,97,108
17,6,44
105,101,22
88,75,101
101,97,13
44,6,17
88,75,76
88,81,76
67,3,48
19,80,97
76,89,6
46,54,6
88,75,81
97,13,101
11,6,15
76,88,101
0,56,23
59,67,46
30,11,40
47,54,60
76,54,6
56,6,11
24,46,52
42,57,143
76,88,101
76,97,6
76,88,101
88,101,97
59,42,49
46,67,24
130,143,74
88,86,101
88,86,76
81,94,130
88,97,76
76,88,101
46,11,24
76,88,101
74,18,19
88,101,103
14,64,30
11,56,6
42,57,143
71,25,64
97,58,13
10,71,17
46,59,67
24,67,46
101,88,89
88,101,97
42,11,6
59,46,52
67,10,42
6,11,54
46,52,67
26,40,6
76,101,110
88,101,76
58,19,31
80,91,97
63,10,17
94,97,130
89,97,76
9,40,19
80,79,83
46,67,52
30,54,62
88,101,103
0,19,23
46,45,52
88,76,101
54,46,62
6,8,11
54,6,76
64,52,30
76,101,89
81,76,130
0,55,18
88,76,101
97,94,111
89,76,6
9,56,0
76,101,103
6,22,0
10,71,46
101,88,76
67,94,97
101,89,97
76,56,6
19,82,85
88,101,97
10,59,63
94,81,97
42,54,62
101,88,103
78,96,76
30,6,62
71,46,52
67,53,3
97,111,94
97,94,88
56,26,0
46,67,49
97,111,94
46,11,9
76,101,88
76,97,78
76,89,97
88,86,76
101,76,97
19,74,42
79,80,83
9,40,22
71,52,46
46,45,6
0,56,19
76,101,78
67,24,49
54,47,62
65,60,59
6,89,9
11,6,8
46,67,63
75,88,81
76,101,97
67,46,25
18,74,35
24,88,30
54,76,97
82,80,85
10,52,29
42,57,48
46,45,67
76,89,88
10,42,67
11,6,26
130,81,106
26,6,11
42,143,94
97,76,88
88,101,76
17,10,71
72,22,6
80,19,85
101,76,88
67,97,13
81,94,97
88,75,101
72,26,56
24,40,6
26,6,11
101,88,76
97,19,9
40,54,31
76,88,101
88,76,101
88,86,101
143,42,94
80,97,19
97,94,111
97,94,88
105,88,100
88,76,97
88,75,81
57,44,58
76,88,89
42,143,5
57,143,42
78,76,97
76,54,88
97,96,88
11,71,15
46,54,45
101,97,76
105,96,97
42,94,97
88,76,101
47,44,17
41,74,18
88,75,86
46,45,52
52,46,26
42,67,2
88,101,97
79,80,83
46,10,67
88,76,105
10,67,63
88,97,101
101,76,88
6,26,54
76,22,6
94,108,97
30,40,31
76,6,54
26,15,56
24,14,31
56,6,11
57,60,27
3,67,53
10,17,55
6,11,71
11,15,42
88,75,86
101,97,103
101,97,76
57,42,54
46,11,6
42,59,72
40,6,9
101,103,76
76,94,97
59,54,46
47,67,13
54,68,62
40,30,6
75,88,80
81,130,94
76,81,97
89,101,76
86,97,88
46,76,54
94,143,108
97,88,101
58,43,28
24,67,59
67,14,10
10,67,71
10,54,62
88,101,76
40,72,21
54,76,6
10,71,17
105,97,96
97,101,59
30,11,29
6,42,55
130,81,76
80,97,19
76,81,42
42,13,48
11,46,6
22,54,44
130,42,81
31,24,73
76,54,6
75,82,88
88,86,101
72,31,14
76,6,8
0,19,101
6,55,17
56,6,11
143,42,57
76,97,101
42,26,57
22,9,76
88,97,101
76,89,6
19,97,76
49,26,42
47,54,64
79,80,82
71,46,30
47,67,13
88,101,86
101,76,97
97,94,88
0,22,21
10,67,63
56,0,6
46,11,6
62,42,30
54,31,30
11,76,6
54,42,17
40,9,22
68,54,44
97,94,100
88,76,101
59,67,46
76,88,101
101,103,89
81,88,94
76,89,101
35,85,21
46,11,30
6,8,76
88,89,76
11,72,15
42,27,10
57,42,143
11,6,26
76,88,101
71,10,29
75,88,80
88,101,97
81,76,88
97,96,105
88,86,101
67,59,45
88,75,76
6,76,8
86,88,76
97,80,81
88,76,101
94,97,111
97,94,111
75,88,80
53,29,31
40,56,9
88,76,94
24,46,67
130,74,143
54,46,6
76,96,97
11,24,30
71,67,62
88,97,86
6,11,62
88,101,97
35,74,21
54,22,76
75,88,86
17,54,44
13,27,42
75,88,80
29,30,46
143,57,42
42,26,57
101,105,76
76,81,19
6,8,11
97,79,102
76,6,22
13,97,6
88,75,86
40,9,6
54,47,6
46,11,45
80,97,79
46,67,24
97,96,88
80,75,82
31,40,72
76,97,88
88,101,105
76,88,101
75,88,86
6,8,26
88,76,97
101,97,103
46,30,11
46,45,52
76,88,6
143,53,42
46,30,24
75,80,79
75,88,81
75,82,80
26,6,56
101,76,88
97,88,101
24,67,49
76,101,105
88,86,110
85,19,82
53,45,26
48,67,42
30,73,24
11,76,6
81,88,94
19,97,35
76,101,88
47,59,42
76,101,88
19,97,96
80,6,88
82,97,102
46,11,6
88,76,101
17,44,10
88,75,81
75,82,80
75,80,82
105,88,101
11,6,8
88,81,94
10,59,53
11,6,9
67,10,48
76,86,101
67,53,10
54,31,30
76,88,101
88,97,101
29,46,11
24,46,17
17,63,62
30,73,40
101,89,76
76,88,110
6,9,76
143,42,57
17,54,42
88,97,101
48,67,25
6,76,11
143,42,60
88,101,86
101,103,88
56,19,0
42,59,57
88,76,110
111,97,94
103,101,88
6,22,11
48,67,64
97,88,100
88,101,76
76,6,54
42,6,15
105,101,88
88,86,75
56,6,11
6,11,30
86,97,88
97,76,88
76,6,54
19,44,22
97,19,94
75,80,88
67,10,48
67,46,24
76,22,97
130,42,54
88,105,101
44,22,68
97,101,102
19,97,130
105,88,76
143,94,42
101,76,97
97,88,101
76,22,6
65,60,48
105,97,101
71,52,46
74,35,18
11,6,8
105,88,101
76,101,88
30,29,62
24,67,46
59,67,46
24,30,67
6,68,11
101,97,89
46,6,11
88,75,110
58,44,62
97,101,9
45,29,30
11,6,8
75,79,80
101,102,97
88,86,97
59,67,42
48,13,67
11,61,15
88,110,86
76,101,88
105,88,101
24,67,46
46,53,67
86,88,97
0,19,22
24,52,11
40,54,31
6,54,76
56,0,19
88,101,76
13,52,59
76,101,97
105,103,101
59,105,54
68,19,101
42,54,57
3,76,97
97,88,102
46,11,54
97,88,76
68,58,19
76,88,101
81,88,75
46,76,54
6,11,8
82,19,80
88,76,101
76,88,101
67,31,24
67,42,48
105,76,88
76,54,101
88,97,101
76,101,89
89,101,88
59,10,67
76,54,6
60,27,65
42,55,10
74,18,19
42,143,59
101,89,103
130,97,53
3,48,10
46,30,62
22,97,76
26,6,56
88,75,81
67,10,53
29,67,30
94,97,111
96,0,97
76,101,88
94,97,111
88,101,76
88,101,97
76,88,101
76,6,9
54,46,29
10,44,17
88,105,86
88,101,77
88,76,86
44,17,22
40,9,73
76,54,22
86,88,97
27,60,58
74,18,35
55,6,8
42,57,5
81,88,94
76,54,6
88,97,0
97,80,102
18,74,35
88,75,101
42,10,67
42,6,54
14,54,30
88,75,76
71,10,11
17,53,26
42,6,54
97,94,86
67,46,24
46,52,67
59,42,25
103,101,105
97,94,80
76,6,54
6,54,8
9,40,22
97,96,105
97,94,105
101,105,76
6,26,11
76,97,101
78,101,96
76,89,54
76,81,89
76,101,78
46,42,48
74,18,35
82,85,80
81,88,76
61,45,52
17,10,71
76,88,101
97,86,100
24,67,59
81,88,75
60,97,42
24,31,73
88,101,76
19,0,68
88,81,75
26,56,6
46,11,52
88,75,110
6,26,68
72,73,31
17,54,6
94,111,97
17,67,62
97,75,96
46,11,52
76,101,88
59,67,25
76,6,54
75,88,76
89,78,76
45,67,71
46,59,63
88,101,97
42,52,11
88,75,76
76,101,78
76,54,6
13,97,101
42,67,53
88,75,105
76,101,97
86,88,101
81,88,94
24,67,46
11,6,8
101,88,105
30,62,46
22,9,6
88,105,75
65,60,48
76,97,89
55,10,65
97,94,111
6,26,40
11,6,26
56,0,18
0,19,56
97,94,42
42,55,62
97,96,90
14,42,26
68,54,44
88,86,101
81,88,76
81,88,76
88,81,75
46,45,52
105,76,11
14,6,62
30,26,52
53,67,42
30,46,64
97,105,76
19,23,40
17,54,62
9,6,40
24,67,46
75,80,82
76,101,88
143,42,5
75,88,80
26,6,73
59,67,48
9,6,40
73,72,51
46,52,67
9,56,0
24,59,67
67,42,10
76,101,97
88,110,86
88,102,100
46,24,11
47,68,54
57,42,143
97,88,101
88,86,101
42,26,29
19,68,58
101,97,76
67,46,45
76,6,54
88,19,80
76,88,101
97,91,80
130,58,19
67,10,3
88,105,100
97,19,96
74,18,35
88,105,100
26,30,56
80,79,85
97,88,96
89,97,101
67,69,62
42,46,67
88,81,75
76,97,54
13,48,47
76,19,6
67,59,10
11,15,42
101,97,89
105,97,101
73,24,62
88,101,97
105,97,76
11,26,6
26,46,17
97,88,86
88,101,76
76,54,101
88,75,86
97,94,96
88,81,75
88,101,105
88,81,75
76,101,97
76,54,6
67,42,48
76,101,97
101,103,97
143,130,42
76,101,78
6,11,17
101,76,88
42,64,57
75,88,80
88,101,76
88,101,86
86,75,88
58,43,57
88,97,101
88,76,101
76,101,89
67,46,24
19,80,23
46,11,6
97,96,90
88,76,86
105,101,88
42,53,59
42,26,15
88,75,100
75,88,82
80,79,82
88,86,101
88,76,101
11,6,55
75,80,88
75,88,110
76,101,88
47,42,143
97,94,81
42,55,97
42,59,53
101,89,103
76,97,19
9,22,40
76,54,6
67,46,24
19,97,96
97,75,100
97,94,111
88,97,101
24,46,67
71,67,46
101,88,105
76,88,101
45,25,64
76,88,101
88,110,76
88,81,75
10,17,25
46,11,52
88,101,76
76,101,78
76,101,88
75,88,82
76,6,97
54,22,0
88,86,97
97,94,111
88,76,101
6,40,8
88,75,76
54,6,8
61,11,0
24,67,46
86,88,97
6,11,26
10,67,24
58,31,30
11,6,8
97,13,48
76,101,54
88,101,76
30,11,6
0,26,56
42,55,6
88,101,76
64,10,24
88,86,97
10,42,53
6,40,11
10,67,63
6,8,40
76,96,19
97,94,88
76,101,88
76,101,88
82,80,85
54,6,44
11,62,52
46,28,25
89,54,76
6,76,22
10,67,63
76,101,54
46,52,26
76,89,6
14,67,13
74,35,80
75,88,97
76,101,88
88,97,101
97,10,3
88,101,97
59,63,55
59,24,67
88,97,76
75,88,97
24,25,67
101,88,76
10,59,67
76,78,6
40,9,56
76,54,81
14,64,30
105,101,103
76,97,22
0,56,19
89,79,101
76,101,6
76,101,88
53,143,58
52,71,67
105,97,75
67,24,46
42,55,57
52,46,11
88,97,101
88,86,101
24,10,17
78,96,76
6,11,18
17,10,44
11,6,26
88,76,101
97,88,96
76,6,22
97,94,111
6,42,11
52,46,67
88,101,76
101,76,78
59,46,52
76,6,88
76,81,54
42,11,6
88,75,105
46,54,71
75,88,110
46,62,24
76,54,6
59,63,58
88,101,97
54,6,9
45,61,67
54,46,24
80,19,0
19,97,105
52,67,24
81,94,130
46,62,10
76,101,88
67,24,46
97,76,19
10,71,62
76,88,101
76,22,6
76,81,88
44,13,17
9,40,26
14,54,46
105,101,88
76,22,89
89,76,101
88,76,110
82,0,19
11,6,15
67,53,10
6,76,11
105,88,97
10,52,53
97,101,88
101,103,88
6,76,22
10,59,71
56,0,6
11,6,46
21,35,74
143,42,53
76,88,89
88,97,75
45,59,10
46,6,11
76,101,97
97,86,88
42,6,26
11,10,46
88,86,110
88,97,80
54,6,68
97,96,102
22,56,0
42,97,59
11,6,8
53,45,42
30,54,46
0,23,19
97,102,105
130,82,19
46,52,11
30,11,6
30,11,6
42,57,143
56,11,6
88,81,75
48,67,46
143,130,57
88,86,101
42,67,24
30,11,6
24,88,67
46,11,6
72,0,74
76,54,6
46,52,67
105,97,101
88,76,101
65,42,60
101,76,97
76,6,8
26,143,19
88,75,81
101,86,88
97,108,93
6,22,0
81,88,94
88,75,102
46,67,24
130,97,75
54,76,6
97,101,21
97,11,6
26,0,56
40,9,54
0,35,56
143,57,27
56,9,0
105,97,76
86,88,75
59,10,67
64,62,54
54,6,76
56,26,6
89,76,101
27,57,143
31,24,30
46,11,6
102,97,88
59,42,46
101,97,103
24,54,30
11,8,42
74,18,35
60,42,143
88,101,76
19,68,97
80,79,75
42,6,30
143,58,130
88,76,101
73,24,62
10,65,55
46,62,59
76,6,11
81,88,75
86,88,94
80,85,82
40,51,31
81,88,75
76,22,89
71,62,17
54,29,46
46,59,67
88,75,81
11,6,8
88,76,81
75,110,82
97,88,86
88,101,97
81,94,97
75,88,82
89,101,97
46,52,24
10,42,54
47,59,42
5,74,18
44,62,17
97,88,101
42,49,72
19,97,96
81,88,94
88,76,101
24,46,67
11,6,54
67,53,42
0,22,6
67,10,71
71,46,10
76,88,105
46,67,24
97,89,101
13,67,48
46,24,62
130,19,0
11,6,8
31,72,88
97,111,94
97,76,94
46,29,52
71,67,3
67,42,59
88,76,97
82,80,85
71,17,62
46,67,71
42,143,5
6,11,17
97,111,94
54,29,30
46,54,24
67,24,63
88,86,100
85,35,82
30,11,6
24,67,46
97,94,88
46,62,54
46,11,6
46,54,63
79,80,97
10,58,25
94,81,97
6,56,11
30,54,45
0,56,26
59,105,54
72,51,31
76,81,88
46,11,71
46,45,10
101,97,88
22,9,76
52,51,62
75,80,82
26,11,6
11,6,8
97,102,90
88,76,101
6,44,55
76,101,6
18,19,74
105,76,88
48,42,67
19,18,35
130,81,94
73,30,9
97,94,81
76,101,88
76,89,54
76,81,88
40,73,31
11,6,8
46,11,24
85,35,19
76,102,90
52,42,46
11,6,61
58,44,53
101,88,103
76,101,97
97,96,19
10,25,63
80,79,83
40,6,26
79,80,97
76,101,110
88,101,97
143,130,94
88,86,100
101,97,88
24,46,67
76,88,101
58,143,42
101,76,88
59,24,67
67,46,24
13,97,67
88,101,76
94,97,111
46,52,6
97,85,80
143,42,81
13,67,97
88,101,97
46,54,11
3,67,48
85,80,82
59,42,46
101,11,8
76,88,101
88,76,105
76,6,8
76,54,88
72,9,40
88,86,76
6,26,15
76,81,6
11,6,8
46,29,62
71,69,29
76,101,89
89,97,101
105,88,101
44,22,72
94,81,97
76,97,78
76,88,101
14,76,6
54,76,22
75,88,80
97,101,100
44,6,22
81,75,94
88,97,101
46,62,11
59,97,42
88,76,101
46,24,11
88,97,105
85,80,79
101,76,89
97,105,96
97,94,76
67,69,24
76,6,81
81,75,88
75,80,79
97,111,88
53,42,25
67,46,24
42,55,11
97,94,105
76,101,89
88,86,101
71,10,69
11,52,72
17,52,42
88,105,100
11,52,6
88,76,97
59,42,67
81,88,94
42,11,6
143,97,42
81,88,94
42,6,11
86,97,88
76,89,54
46,59,45
81,94,97
26,51,20
97,88,94
94,97,42
86,88,101
105,97,100
30,72,62
78,76,9
44,58,19
88,75,105
101,88,76
17,54,44
88,75,86
88,75,102
88,76,101
42,6,11
10,67,63
81,94,88
97,111,100
76,89,101
10,53,76
75,80,88
42,17,6
89,76,101
76,101,88
11,30,26
81,88,102
46,11,6
101,88,76
86,88,97
6,17,26
71,17,64
5,42,57
42,143,97
88,76,101
97,6,11
86,88,101
59,67,10
81,76,11
101,89,76
10,55,11
54,11,6
46,24,54
54,6,22
88,101,97
58,25,31
76,88,101
143,97,42
65,48,60
88,97,105
60,65,42
26,6,11
24,67,46
88,101,97
71,67,46
88,97,100
42,10,53
75,88,80
88,76,86
10,67,63
97,88,101
46,54,11
88,101,97
22,9,40
10,67,59
46,24,11
22,54,9
59,52,46
94,111,97
97,88,111
76,101,88
88,97,101
57,42,25
47,13,62
94,97,111
88,97,101
88,86,76
26,6,15
88,97,102
80,79,83
65,48,64
6,11,8
94,81,97
46,71,54
94,97,111
46,54,6
31,40,54
24,10,68
101,88,97
74,18,35
24,67,59
97,80,91
68,19,54
31,54,46
76,101,88
76,97,101
19,58,21
42,143,94
19,0,56
67,46,48
97,94,111
88,81,75
88,97,86
76,101,88
88,76,101
81,94,97
86,88,101
42,6,11
6,11,8
86,88,101
101,88,76
48,67,13
78,97,101
30,1,64
11,52,72
88,100,105
130,97,94
101,88,76
58,53,42
22,9,54
19,56,0
88,101,76
11,46,62
17,54,71
19,82,97
46,11,54
101,97,0
17,61,6
76,101,88
10,71,17
10,54,62
97,143,42
71,58,17
59,46,71
94,97,111
85,82,80
22,6,76
88,76,110
76,19,72
11,6,8
57,42,62
88,76,101
76,89,101
13,40,9
42,26,29
10,67,25
76,6,89
78,97,76
67,48,10
29,30,69
58,143,27
79,80,97
88,86,75
79,80,82
76,6,11
0,56,23
88,81,76
81,88,76
26,20,56
94,97,111
97,96,105
97,101,96
24,64,30
101,103,88
76,101,110
76,54,22
97,111,94
13,44,17
76,54,6
97,11,9
88,101,97
76,54,22
11,47,46
71,62,54
24,46,62
14,30,6
86,88,101
42,48,60
88,101,97
76,97,96
76,81,88
88,75,86
46,11,45
44,24,58
48,67,65
24,57,67
101,97,103
42,143,57
40,9,31
22,76,101
10,59,63
44,6,22
103,101,105
13,97,74
71,10,54
76,101,89
82,19,80
22,76,6
24,67,53
81,130,94
97,9,0
6,17,54
130,81,19
88,76,101
75,88,80
130,81,94
101,76,88
88,101,97
88,75,105
10,42,63
6,11,26
40,9,6
88,75,81
53,59,46
105,76,101
86,88,97
88,97,101
59,10,67
65,60,97
76,101,88
13,97,101
14,64,30
105,97,96
88,75,86
24,29,53
71,67,46
42,57,27
51,19,18
76,101,88
11,46,62
97,76,89
30,11,17
88,76,101
76,97,101
88,101,97
6,35,40
44,27,17
76,88,101
101,97,103
68,19,59
86,101,88
88,101,97
40,9,56
53,3,16
31,72,53
88,101,102
6,9,26
97,111,94
54,76,68
88,97,76
76,101,89
59,24,67
65,60,42
53,42,67
54,76,6
46,67,63
57,143,42
6,9,56
42,11,15
46,26,52
97,76,101
76,97,22
67,10,42
26,29,46
56,26,9
30,6,54
76,22,97
88,97,76
94,81,97
108,94,97
105,88,76
86,88,75
80,97,19
60,48,65
48,67,65
6,54,42
76,6,54
29,69,67
46,52,24
54,31,30
14,42,6
80,79,75
46,10,63
10,59,67
76,101,88
88,86,75
11,17,6
10,42,44
22,76,6
76,101,88
65,55,60
19,97,130
76,89,78
88,75,100
67,24,59
76,97,6
72,40,31
17,54,6
46,52,45
86,97,88
76,101,78
97,100,88
97,88,94
97,94,111
130,97,88
71,10,17
76,6,54
19,35,85
17,48,65
73,24,54
42,52,57
57,143,58
101,103,88
13,6,64
97,105,101
58,62,30
11,14,6
72,68,30
13,101,97
79,80,75
101,88,76
97,88,101
53,45,42
19,97,80
85,82,80
88,101,97
88,101,97
26,56,6
6,8,11
63,64,10
76,101,88
88,76,101
88,110,86
11,6,8
88,76,101
13,101,22
94,86,97
97,94,111
48,42,3
76,6,81
76,6,22
80,79,97
76,88,101
0,56,23
97,76,102
75,88,110
67,46,24
97,82,102
80,79,97
80,79,83
88,75,100
24,67,62
55,11,54
9,40,6
74,88,86
47,48,67
88,101,105
76,88,101
30,11,6
97,88,101
42,57,54
45,46,48
42,11,6
10,54,17
81,88,94
10,17,42
59,42,48
6,24,11
76,101,78
97,88,111
81,97,94
67,24,53
0,19,56
25,53,10
76,54,22
59,67,42
76,6,8
42,59,143
89,101,97
10,67,59
19,68,54
76,101,89
0,72,22
76,78,101
88,105,101
46,52,30
30,29,62
143,42,94
22,9,0
19,97,76
94,88,81
24,46,62
94,97,81
88,76,86
78,76,101
59,46,67
81,94,97
47,143,42
10,59,24
0,19,105
88,76,101
88,105,101
108,143,94
86,88,100
46,11,6
76,89,101
88,101,76
88,75,86
88,97,105
44,17,42
80,75,82
88,81,54
74,19,35
6,17,54
88,97,86
0,22,9
89,97,9
6,76,8
97,111,94
48,25,65
88,76,101
101,88,97
46,52,62
105,76,101
46,24,67
97,42,143
11,6,8
76,54,101
88,97,101
94,81,97
97,89,101
76,54,101
59,42,67
22,9,40
108,59,97
88,94,97
67,24,46
105,103,101
88,105,100
42,6,11
13,97,67
76,89,88
17,26,61
74,56,26
64,49,25
94,88,76
19,80,0
101,88,89
67,63,46
75,88,79
76,6,54
59,45,25
76,88,101
59,97,13
76,89,101
76,19,88
88,76,105
30,6,54
76,101,97
6,76,54
17,58,44
97,88,101
76,6,101
46,67,24
46,52,24
97,19,112
81,88,76
88,86,101
88,101,76
97,19,22
29,30,73
88,101,86
101,97,88
79,80,85
88,75,86
24,46,67
58,19,62
86,88,97
68,19,54
76,6,89
26,11,6
81,88,94
42,53,25
74,35,19
17,6,52
48,60,65
18,74,0
82,80,75
88,97,105
76,88,86
130,143,94
88,97,105
88,86,75
67,10,24
101,76,88
71,46,62
105,103,101
54,6,62
86,88,101
76,89,78
9,101,11
6,8,76
76,6,101
42,143,59
21,82,35
40,9,0
42,94,97
143,42,97
6,11,97
10,44,72
22,6,44
10,58,25
13,67,48
97,94,111
56,11,15
6,56,22
19,58,68
101,104,56
97,94,81
81,88,76
53,62,42
79,80,83
17,54,58
6,11,8
42,59,52
78,76,101
97,10,94
94,97,111
101,97,102
24,46,62
81,88,94
88,101,97
80,19,82
19,0,91
88,101,76
59,46,67
76,88,101
42,143,65
