((89, 76), 76, 76, 874)
((6, 76), 76, 76, 875)
((97, 96), 96, 96, 876)
((97, 76), 96, 76, 877)
((6, 76), 76, 76, 878)
((101, 88), 88, 88, 879)
((88, 101), 88, 101, 880)
((101, 88), 88, 88, 881)
((101, 88), 88, 88, 882)
((76, 89), 89, 89, 883)
((78, 76), 76, 76, 884)
((97, 96), 76, 96, 885)
((101, 76), 76, 76, 886)
((101, 76), 76, 76, 887)
((97, 76), 76, 76, 888)
((97, 76), 76, 76, 889)
((76, 97), 76, 97, 890)
((101, 76), 76, 76, 891)
((97, 76), 76, 76, 892)
((97, 76), 76, 76, 893)
((76, 97), 76, 97, 894)
((101, 76), 76, 76, 895)
((94, 81), 81, 81, 896)
((88, 76), 22, 76, 897)
((9, 76), 22, 76, 898)
((22, 76), 22, 76, 899)
((24, 59), 59, 59, 900)
((26, 56), 9, 56, 901)
((68, 26), 9, 26, 902)
((86, 88), 88, 88, 903)
((101, 88), 88, 88, 904)
((101, 88), 88, 88, 905)
((101, 88), 88, 88, 906)
((86, 88), 88, 88, 907)
((76, 88), 88, 88, 908)
((76, 88), 88, 88, 909)
((76, 88), 88, 88, 910)
((101, 88), 88, 88, 911)
((101, 76), 101, 76, 912)
((81, 76), 76, 76, 913)
((76, 101), 76, 101, 914)
((52, 71), 71, 71, 915)
((24, 58), 25, 58, 916)
((25, 46), 25, 46, 917)
((89, 76), 76, 76, 918)
((88, 76), 76, 76, 919)
((24, 67), 24, 67, 920)
((101, 88), 76, 88, 921)
((101, 89), 76, 89, 922)
((103, 101), 88, 101, 923)
((76, 101), 88, 101, 924)
((75, 88), 88, 88, 925)
((6, 54), 42, 54, 926)
((11, 6), 6, 6, 927)
((30, 6), 6, 6, 928)
((11, 46), 6, 46, 929)
((76, 6), 6, 6, 930)
((42, 11), 6, 11, 931)
((42, 54), 6, 54, 932)
((56, 6), 6, 6, 933)
((42, 6), 6, 6, 934)
((42, 55), 6, 55, 935)
((52, 11), 6, 11, 936)
((61, 17), 6, 17, 937)
((44, 17), 6, 17, 938)
((6, 54), 6, 54, 939)
((97, 94), 36, 94, 940)
((80, 79), 80, 79, 941)
((6, 42), 6, 42, 942)
((76, 6), 6, 6, 943)
((53, 42), 55, 42, 944)
((101, 88), 88, 88, 945)
((101, 88), 88, 88, 946)
((75, 88), 88, 88, 947)
((81, 88), 88, 88, 948)
((86, 88), 88, 88, 949)
((76, 88), 88, 88, 950)
((101, 88), 88, 88, 951)
((76, 88), 88, 88, 952)
((42, 143), 143, 143, 953)
((22, 76), 6, 76, 954)
((55, 19), 55, 19, 955)
((26, 42), 26, 42, 956)
((42, 53), 46, 53, 957)
((19, 97), 91, 97, 958)
((46, 59), 59, 59, 959)
((6, 88), 88, 88, 960)
((59, 42), 2, 42, 961)
((29, 46), 46, 46, 962)
((6, 76), 54, 76, 963)
((88, 76), 76, 76, 964)
((75, 88), 76, 88, 965)
((76, 88), 76, 88, 966)
((101, 76), 76, 76, 967)
((101, 76), 76, 76, 968)
((88, 76), 76, 76, 969)
((88, 101), 76, 101, 970)
((88, 76), 76, 76, 971)
((88, 101), 76, 101, 972)
((76, 101), 76, 101, 973)
((101, 88), 76, 88, 974)
((101, 76), 76, 76, 975)
((75, 88), 76, 88, 976)
((76, 101), 76, 101, 977)
((101, 76), 76, 76, 978)
((88, 76), 76, 76, 979)
((101, 88), 76, 88, 980)
((101, 88), 76, 88, 981)
((101, 88), 76, 88, 982)
((62, 42), 42, 42, 983)
((75, 88), 88, 88, 984)
((101, 88), 88, 88, 985)
((101, 88), 88, 88, 986)
((75, 88), 88, 88, 987)
((75, 88), 88, 88, 988)
((75, 88), 75, 88, 989)
((88, 76), 88, 76, 990)
((54, 6), 6, 6, 991)
((54, 6), 6, 6, 992)
((6, 11), 6, 11, 993)
((6, 11), 6, 11, 994)
((54, 42), 6, 42, 995)
((26, 56), 56, 56, 996)
((42, 143), 143, 143, 997)
((6, 11), 6, 11, 998)
((46, 67), 46, 67, 999)
((55, 42), 42, 42, 1000)
((6, 42), 42, 42, 1001)
((60, 97), 94, 97, 1002)
((94, 97), 93, 97, 1003)
((97, 88), 88, 88, 1004)
((75, 88), 88, 88, 1005)
((14, 64), 64, 64, 1006)
((26, 6), 6, 6, 1007)
((9, 6), 6, 6, 1008)
((11, 6), 6, 6, 1009)
((11, 6), 42, 6, 1010)
((6, 42), 42, 42, 1011)
((143, 42), 42, 42, 1012)
((143, 42), 42, 42, 1013)
((97, 94), 97, 94, 1014)
((97, 76), 97, 76, 1015)
((54, 76), 97, 76, 1016)
((6, 11), 11, 11, 1017)
((76, 54), 0, 54, 1018)
((101, 76), 76, 76, 1019)
((101, 76), 76, 76, 1020)
((6, 76), 76, 76, 1021)
((89, 76), 76, 76, 1022)
((78, 76), 76, 76, 1023)
((6, 76), 76, 76, 1024)
((6, 76), 76, 76, 1025)
((76, 88), 88, 88, 1026)
((101, 76), 76, 76, 1027)
((101, 76), 76, 76, 1028)
((89, 76), 76, 76, 1029)
((28, 58), 135, 58, 1030)
((10, 42), 42, 42, 1031)
((88, 76), 88, 76, 1032)
((75, 88), 75, 88, 1033)
((75, 88), 75, 88, 1034)
((88, 76), 88, 76, 1035)
((76, 88), 88, 88, 1036)
((6, 76), 76, 76, 1037)
((97, 76), 76, 76, 1038)
((6, 76), 76, 76, 1039)
((6, 76), 76, 76, 1040)
((81, 76), 76, 76, 1041)
((101, 76), 76, 76, 1042)
((42, 52), 46, 52, 1043)
((18, 74), 74, 74, 1044)
((40, 73), 72, 73, 1045)
((88, 75), 75, 75, 1046)
((88, 75), 75, 75, 1047)
((88, 75), 75, 75, 1048)
((75, 88), 75, 88, 1049)
((88, 75), 75, 75, 1050)
((81, 75), 75, 75, 1051)
((88, 75), 75, 75, 1052)
((88, 75), 75, 75, 1053)
((86, 88), 88, 88, 1054)
((88, 101), 88, 101, 1055)
((88, 105), 88, 105, 1056)
((105, 88), 88, 88, 1057)
((6, 26), 42, 26, 1058)
((101, 89), 76, 89, 1059)
((94, 97), 97, 97, 1060)
((80, 79), 80, 79, 1061)
((57, 42), 42, 42, 1062)
((11, 46), 11, 46, 1063)
((11, 46), 11, 46, 1064)
((11, 46), 11, 46, 1065)
((11, 46), 11, 46, 1066)
((97, 88), 97, 88, 1067)
((75, 88), 75, 88, 1068)
((76, 88), 88, 88, 1069)
((54, 42), 39, 42, 1070)
((11, 6), 39, 6, 1071)
((17, 10), 39, 10, 1072)
((39, 6), 39, 6, 1073)
((75, 88), 88, 88, 1074)
((88, 75), 75, 75, 1075)
((80, 75), 75, 75, 1076)
((88, 75), 75, 75, 1077)
((97, 75), 75, 75, 1078)
((75, 88), 75, 88, 1079)
((88, 75), 75, 75, 1080)
((88, 75), 75, 75, 1081)
((88, 75), 75, 75, 1082)
((88, 75), 75, 75, 1083)
((8, 6), 8, 6, 1084)
((57, 42), 57, 42, 1085)
((88, 76), 76, 76, 1086)
((101, 76), 76, 76, 1087)
((76, 101), 76, 101, 1088)
((76, 101), 76, 101, 1089)
((94, 97), 97, 97, 1090)
((75, 88), 88, 88, 1091)
((101, 76), 76, 76, 1092)
((101, 76), 76, 76, 1093)
((42, 17), 42, 17, 1094)
((101, 88), 76, 88, 1095)
((89, 101), 76, 101, 1096)
((101, 97), 76, 97, 1097)
((75, 86), 86, 86, 1098)
((88, 86), 86, 86, 1099)
((88, 75), 75, 75, 1100)
((67, 24), 24, 24, 1101)
((6, 42), 42, 42, 1102)
((26, 42), 11, 42, 1103)
((76, 89), 76, 89, 1104)
((101, 76), 78, 76, 1105)
((56, 6), 56, 6, 1106)
((81, 143), 57, 143, 1107)
((76, 89), 89, 89, 1108)
((88, 101), 89, 101, 1109)
((76, 89), 89, 89, 1110)
((89, 101), 89, 101, 1111)
((76, 89), 89, 89, 1112)
((46, 11), 11, 11, 1113)
((9, 11), 11, 11, 1114)
((30, 11), 11, 11, 1115)
((62, 30), 30, 30, 1116)
((59, 46), 46, 46, 1117)
((10, 54), 10, 54, 1118)
((0, 74), 74, 74, 1119)
((19, 21), 19, 21, 1120)
((26, 46), 26, 46, 1121)
((76, 54), 54, 54, 1122)
((54, 42), 54, 42, 1123)
((75, 88), 75, 88, 1124)
((101, 88), 88, 88, 1125)
((101, 88), 88, 88, 1126)
((101, 88), 88, 88, 1127)
((76, 88), 88, 88, 1128)
((101, 88), 88, 88, 1129)
((80, 79), 79, 79, 1130)
((101, 76), 79, 76, 1131)
((79, 97), 79, 97, 1132)
((81, 76), 76, 76, 1133)
((101, 76), 76, 76, 1134)
((9, 6), 76, 6, 1135)
((101, 76), 76, 76, 1136)
((75, 88), 88, 88, 1137)
((75, 88), 88, 88, 1138)
((76, 89), 89, 89, 1139)
((101, 97), 89, 97, 1140)
((101, 89), 89, 89, 1141)
((101, 89), 89, 89, 1142)
((101, 76), 76, 76, 1143)
((101, 76), 76, 76, 1144)
((101, 76), 76, 76, 1145)
((88, 76), 76, 76, 1146)
((101, 76), 76, 76, 1147)
((76, 88), 76, 88, 1148)
((86, 88), 86, 88, 1149)
((101, 86), 86, 86, 1150)
((86, 101), 86, 101, 1151)
((97, 86), 86, 86, 1152)
((88, 86), 86, 86, 1153)
((97, 86), 86, 86, 1154)
((97, 86), 86, 86, 1155)
((88, 86), 86, 86, 1156)
((88, 86), 86, 86, 1157)
((88, 86), 86, 86, 1158)
((88, 86), 86, 86, 1159)
((101, 76), 76, 76, 1160)
((101, 76), 76, 76, 1161)
((75, 88), 88, 88, 1162)
((76, 88), 88, 88, 1163)
((105, 88), 88, 88, 1164)
((76, 88), 88, 88, 1165)
((75, 88), 75, 88, 1166)
((81, 88), 75, 88, 1167)
((75, 88), 75, 88, 1168)
((86, 88), 88, 88, 1169)
((97, 94), 81, 94, 1170)
((55, 42), 42, 42, 1171)
((67, 3), 3, 3, 1172)
((72, 73), 72, 73, 1173)
((86, 88), 88, 88, 1174)
((101, 88), 88, 88, 1175)
((101, 88), 88, 88, 1176)
((101, 88), 88, 88, 1177)
((101, 88), 88, 88, 1178)
((101, 88), 88, 88, 1179)
((76, 88), 88, 88, 1180)
((75, 88), 88, 88, 1181)
((101, 88), 88, 88, 1182)
((86, 88), 88, 88, 1183)
((24, 46), 24, 46, 1184)
((24, 67), 24, 67, 1185)
((67, 24), 24, 24, 1186)
((46, 52), 24, 52, 1187)
((67, 24), 24, 24, 1188)
((76, 54), 24, 54, 1189)
((67, 46), 24, 46, 1190)
((42, 47), 47, 47, 1191)
((42, 143), 55, 143, 1192)
((51, 72), 51, 72, 1193)
((42, 143), 42, 143, 1194)
((76, 74), 56, 74, 1195)
((6, 11), 6, 11, 1196)
((42, 6), 6, 6, 1197)
((24, 46), 6, 46, 1198)
((11, 6), 6, 6, 1199)
((22, 0), 6, 0, 1200)
((8, 6), 6, 6, 1201)
((76, 88), 88, 88, 1202)
((75, 88), 75, 88, 1203)
((97, 88), 88, 88, 1204)
((101, 88), 88, 88, 1205)
((30, 6), 20, 6, 1206)
((40, 6), 6, 6, 1207)
((17, 6), 6, 6, 1208)
((54, 6), 6, 6, 1209)
((9, 6), 6, 6, 1210)
((11, 46), 6, 46, 1211)
((11, 6), 6, 6, 1212)
((10, 67), 10, 67, 1213)
((101, 76), 76, 76, 1214)
((81, 76), 76, 76, 1215)
((81, 76), 76, 76, 1216)
((101, 76), 76, 76, 1217)
((101, 76), 76, 76, 1218)
((101, 76), 76, 76, 1219)
((101, 76), 76, 76, 1220)
((101, 76), 76, 76, 1221)
((101, 76), 76, 76, 1222)
((6, 76), 76, 76, 1223)
((101, 76), 76, 76, 1224)
((81, 76), 76, 76, 1225)
((75, 88), 88, 88, 1226)
((75, 88), 75, 88, 1227)
((75, 88), 75, 88, 1228)
((75, 88), 75, 88, 1229)
((75, 88), 75, 88, 1230)
((88, 75), 75, 75, 1231)
((6, 26), 9, 26, 1232)
((76, 81), 81, 81, 1233)
((101, 88), 88, 88, 1234)
((19, 97), 91, 97, 1235)
((88, 81), 81, 81, 1236)
((89, 76), 76, 76, 1237)
((76, 89), 76, 89, 1238)
((101, 76), 76, 76, 1239)
((42, 59), 59, 59, 1240)
((46, 30), 29, 30, 1241)
((101, 97), 86, 97, 1242)
((97, 101), 86, 101, 1243)
((143, 42), 42, 42, 1244)
((88, 81), 81, 81, 1245)
((88, 76), 76, 76, 1246)
((6, 76), 76, 76, 1247)
((88, 76), 76, 76, 1248)
((76, 88), 76, 88, 1249)
((101, 76), 76, 76, 1250)
((96, 78), 76, 78, 1251)
((88, 76), 76, 76, 1252)
((88, 76), 76, 76, 1253)
((101, 76), 76, 76, 1254)
((76, 101), 76, 101, 1255)
((101, 76), 76, 76, 1256)
((88, 76), 76, 76, 1257)
((101, 88), 76, 88, 1258)
((88, 76), 76, 76, 1259)
((6, 26), 26, 26, 1260)
((57, 42), 57, 42, 1261)
((76, 97), 19, 97, 1262)
((101, 76), 19, 76, 1263)
((89, 76), 76, 76, 1264)
((101, 76), 76, 76, 1265)
((54, 76), 76, 76, 1266)
((101, 76), 76, 76, 1267)
((101, 76), 76, 76, 1268)
((88, 76), 76, 76, 1269)
((101, 76), 76, 76, 1270)
((88, 76), 76, 76, 1271)
((101, 76), 76, 76, 1272)
((54, 76), 76, 76, 1273)
((101, 76), 76, 76, 1274)
((88, 76), 76, 76, 1275)
((101, 76), 76, 76, 1276)
((88, 76), 76, 76, 1277)
((81, 76), 76, 76, 1278)
((88, 76), 76, 76, 1279)
((88, 76), 76, 76, 1280)
((88, 76), 76, 76, 1281)
((88, 76), 76, 76, 1282)
((89, 76), 76, 76, 1283)
((88, 76), 76, 76, 1284)
((88, 76), 76, 76, 1285)
((101, 76), 76, 76, 1286)
((81, 76), 76, 76, 1287)
((6, 76), 76, 76, 1288)
((88, 76), 76, 76, 1289)
((6, 76), 76, 76, 1290)
((101, 76), 76, 76, 1291)
((101, 76), 76, 76, 1292)
((88, 76), 76, 76, 1293)
((88, 76), 76, 76, 1294)
((101, 76), 76, 76, 1295)
((105, 76), 76, 76, 1296)
((101, 76), 76, 76, 1297)
((101, 76), 76, 76, 1298)
((89, 76), 76, 76, 1299)
((88, 76), 76, 76, 1300)
((101, 76), 76, 76, 1301)
((101, 76), 76, 76, 1302)
((101, 76), 76, 76, 1303)
((88, 76), 76, 76, 1304)
((78, 76), 76, 76, 1305)
((88, 76), 76, 76, 1306)
((75, 88), 75, 88, 1307)
((81, 88), 75, 88, 1308)
((10, 11), 54, 11, 1309)
((76, 101), 76, 101, 1310)
((88, 76), 76, 76, 1311)
((11, 6), 6, 6, 1312)
((76, 88), 88, 88, 1313)
((22, 0), 0, 0, 1314)
((105, 97), 90, 97, 1315)
((97, 88), 90, 88, 1316)
((78, 76), 76, 76, 1317)
((88, 81), 81, 81, 1318)
((29, 46), 25, 46, 1319)
((58, 97), 25, 97, 1320)
((101, 76), 76, 76, 1321)
((88, 76), 110, 76, 1322)
((88, 76), 110, 76, 1323)
((101, 76), 76, 76, 1324)
((75, 88), 76, 88, 1325)
((88, 76), 76, 76, 1326)
((76, 88), 76, 88, 1327)
((81, 88), 76, 88, 1328)
((81, 88), 76, 88, 1329)
((76, 88), 76, 88, 1330)
((88, 76), 76, 76, 1331)
((97, 88), 76, 88, 1332)
((88, 97), 76, 97, 1333)
((97, 88), 76, 88, 1334)
((88, 81), 81, 81, 1335)
((88, 81), 81, 81, 1336)
((76, 89), 89, 89, 1337)
((76, 89), 89, 89, 1338)
((0, 19), 19, 19, 1339)
((19, 97), 19, 97, 1340)
((94, 81), 81, 81, 1341)
((101, 88), 88, 88, 1342)
((0, 9), 0, 9, 1343)
((44, 6), 0, 6, 1344)
((3, 48), 48, 48, 1345)
((58, 88), 19, 88, 1346)
((101, 88), 88, 88, 1347)
((19, 0), 0, 0, 1348)
((19, 0), 0, 0, 1349)
((0, 19), 0, 19, 1350)
((76, 0), 0, 0, 1351)
((105, 19), 0, 19, 1352)
((0, 19), 0, 19, 1353)
((19, 0), 0, 0, 1354)
((80, 0), 0, 0, 1355)
((101, 79), 0, 79, 1356)
((56, 0), 0, 0, 1357)
((56, 76), 0, 76, 1358)
((19, 0), 0, 0, 1359)
((19, 0), 0, 0, 1360)
((97, 19), 0, 19, 1361)
((0, 19), 0, 19, 1362)
((56, 19), 0, 19, 1363)
((28, 46), 46, 46, 1364)
((6, 11), 42, 11, 1365)
((89, 76), 77, 76, 1366)
((76, 89), 77, 89, 1367)
((76, 101), 77, 101, 1368)
((101, 88), 77, 88, 1369)
((94, 81), 97, 81, 1370)
((94, 97), 97, 97, 1371)
((88, 75), 80, 75, 1372)
((76, 101), 76, 101, 1373)
((101, 76), 76, 76, 1374)
((76, 88), 76, 88, 1375)
((9, 6), 42, 6, 1376)
((11, 42), 42, 42, 1377)
((6, 42), 42, 42, 1378)
((81, 88), 88, 88, 1379)
((86, 88), 88, 88, 1380)
((101, 88), 88, 88, 1381)
((101, 76), 76, 76, 1382)
((76, 88), 76, 88, 1383)
((56, 6), 56, 6, 1384)
((42, 57), 57, 57, 1385)
((11, 6), 6, 6, 1386)
((101, 76), 0, 76, 1387)
((56, 0), 0, 0, 1388)
((6, 42), 42, 42, 1389)
((10, 42), 42, 42, 1390)
((10, 42), 42, 42, 1391)
((143, 42), 42, 42, 1392)
((42, 143), 55, 143, 1393)
((143, 42), 42, 42, 1394)
((11, 6), 42, 6, 1395)
((59, 42), 42, 42, 1396)
((9, 6), 42, 6, 1397)
((54, 42), 42, 42, 1398)
((76, 88), 88, 88, 1399)
((75, 88), 88, 88, 1400)
((75, 88), 75, 88, 1401)
((75, 88), 75, 88, 1402)
((75, 88), 75, 88, 1403)
((67, 46), 46, 46, 1404)
((94, 97), 94, 97, 1405)
((97, 76), 19, 76, 1406)
((19, 97), 97, 97, 1407)
((101, 97), 97, 97, 1408)
((88, 97), 97, 97, 1409)
((42, 97), 97, 97, 1410)
((101, 76), 76, 76, 1411)
((54, 76), 76, 76, 1412)
((101, 76), 76, 76, 1413)
((6, 76), 6, 76, 1414)
((76, 6), 6, 6, 1415)
((56, 6), 6, 6, 1416)
((11, 6), 6, 6, 1417)
((9, 6), 6, 6, 1418)
((56, 6), 6, 6, 1419)
((6, 76), 6, 76, 1420)
((76, 6), 6, 6, 1421)
((6, 76), 6, 76, 1422)
((76, 22), 6, 22, 1423)
((6, 22), 6, 22, 1424)
((6, 54), 6, 54, 1425)
((97, 76), 6, 76, 1426)
((22, 76), 6, 76, 1427)
((40, 9), 6, 9, 1428)
((40, 9), 6, 9, 1429)
((22, 9), 6, 9, 1430)
((6, 76), 6, 76, 1431)
((130, 143), 135, 143, 1432)
((101, 76), 76, 76, 1433)
((54, 76), 76, 76, 1434)
((89, 101), 101, 101, 1435)
((89, 101), 101, 101, 1436)
((97, 101), 101, 101, 1437)
((97, 88), 19, 88, 1438)
((76, 88), 88, 88, 1439)
((101, 76), 88, 76, 1440)
((11, 42), 42, 42, 1441)
((143, 42), 42, 42, 1442)
((143, 42), 42, 42, 1443)
((56, 0), 56, 0, 1444)
((76, 81), 81, 81, 1445)
((97, 105), 105, 105, 1446)
((105, 76), 105, 76, 1447)
((105, 88), 105, 88, 1448)
((88, 105), 105, 105, 1449)
((97, 105), 105, 105, 1450)
((97, 105), 105, 105, 1451)
((88, 105), 105, 105, 1452)
((105, 88), 105, 88, 1453)
((88, 105), 105, 105, 1454)
((97, 130), 81, 130, 1455)
((31, 58), 28, 58, 1456)
((88, 130), 130, 130, 1457)
((74, 35), 7, 35, 1458)
((94, 97), 93, 97, 1459)
((81, 97), 93, 97, 1460)
((76, 22), 19, 22, 1461)
((130, 143), 135, 143, 1462)
((54, 22), 22, 22, 1463)
((76, 6), 6, 6, 1464)
((97, 94), 81, 94, 1465)
((102, 97), 90, 97, 1466)
((94, 97), 94, 97, 1467)
((81, 97), 97, 97, 1468)
((130, 81), 81, 81, 1469)
((101, 97), 84, 97, 1470)
((22, 9), 9, 9, 1471)
((30, 53), 73, 53, 1472)
((94, 97), 55, 97, 1473)
((101, 88), 88, 88, 1474)
((76, 81), 56, 81, 1475)
((76, 6), 2, 6, 1476)
((71, 25), 25, 25, 1477)
((54, 46), 46, 46, 1478)
((11, 46), 46, 46, 1479)
((88, 76), 76, 76, 1480)
((78, 76), 76, 76, 1481)
((6, 76), 76, 76, 1482)
((76, 6), 76, 6, 1483)
((76, 6), 76, 6, 1484)
((11, 6), 76, 6, 1485)
((88, 76), 76, 76, 1486)
((101, 76), 76, 76, 1487)
((19, 97), 76, 97, 1488)
((11, 6), 11, 6, 1489)
((54, 19), 19, 19, 1490)
((44, 19), 19, 19, 1491)
((76, 89), 76, 89, 1492)
((101, 76), 76, 76, 1493)
((97, 101), 76, 101, 1494)
((76, 88), 88, 88, 1495)
((76, 88), 88, 88, 1496)
((86, 88), 88, 88, 1497)
((75, 88), 75, 88, 1498)
((81, 88), 75, 88, 1499)
1094
             precision    recall  f1-score   support

          0       0.45      0.76      0.57        17
          2       0.00      0.00      0.00         0
          3       1.00      1.00      1.00         4
          5       0.00      0.00      0.00         0
          6       0.44      0.61      0.51        88
          7       0.00      0.00      0.00         0
          8       0.00      0.00      0.00         0
          9       0.42      0.42      0.42        12
         10       0.33      0.75      0.46         8
         11       0.32      0.30      0.31        23
         13       0.00      0.00      0.00         1
         14       0.00      0.00      0.00         1
         15       0.00      0.00      0.00         0
         17       0.44      0.40      0.42        10
         19       0.18      0.31      0.23        16
         20       0.00      0.00      0.00         0
         21       0.00      0.00      0.00         1
         22       0.25      0.38      0.30         8
         24       0.29      0.83      0.43         6
         25       0.12      0.50      0.20         2
         26       0.33      0.10      0.15        10
         27       0.00      0.00      0.00         1
         28       0.00      0.00      0.00         0
         29       0.00      0.00      0.00         1
         30       0.50      0.62      0.56         8
         31       0.00      0.00      0.00         1
         32       0.00      0.00      0.00         0
         35       0.00      0.00      0.00         2
         36       0.00      0.00      0.00         0
         39       0.00      0.00      0.00         0
         40       0.50      0.20      0.29         5
         42       0.75      0.76      0.76        84
         44       0.00      0.00      0.00         2
         46       0.68      0.41      0.52        41
         47       1.00      0.75      0.86         4
         48       0.50      0.50      0.50         2
         50       0.00      0.00      0.00         0
         51       0.50      1.00      0.67         1
         52       0.00      0.00      0.00         2
         53       0.00      0.00      0.00         4
         54       0.23      0.15      0.18        20
         55       0.00      0.00      0.00         1
         56       0.57      0.50      0.53        16
         57       0.17      0.25      0.20         4
         58       0.67      0.18      0.29        11
         59       1.00      0.71      0.83         7
         60       0.00      0.00      0.00         1
         63       0.00      0.00      0.00         1
         64       1.00      0.67      0.80         3
         67       1.00      0.12      0.22        16
         68       0.00      0.00      0.00         0
         71       1.00      0.33      0.50         3
         72       0.00      0.00      0.00         1
         73       0.50      0.20      0.29         5
         74       0.91      0.91      0.91        11
         75       0.46      0.92      0.61        37
         76       0.73      0.77      0.75       332
         77       0.00      0.00      0.00         0
         78       0.62      0.62      0.62         8
         79       0.33      0.36      0.35        11
         80       0.07      0.20      0.11         5
         81       0.81      0.77      0.79        39
         82       0.83      0.62      0.71         8
         84       0.00      0.00      0.00         0
         85       0.50      0.33      0.40         3
         86       0.51      0.92      0.66        24
         88       0.79      0.67      0.73       337
         89       0.62      0.50      0.56        30
         90       0.00      0.00      0.00         0
         91       0.00      0.00      0.00         0
         92       0.00      0.00      0.00         0
         93       0.00      0.00      0.00         0
         94       0.43      0.27      0.33        11
         96       0.20      0.33      0.25         3
         97       0.72      0.29      0.41        96
        101       0.83      0.08      0.15        59
        102       0.00      0.00      0.00         0
        105       0.67      0.60      0.63        10
        108       0.00      0.00      0.00         0
        110       0.00      0.00      0.00         0
        120       0.00      0.00      0.00         0
        130       0.80      0.57      0.67         7
        134       0.00      0.00      0.00         0
        135       0.00      0.00      0.00         0
        143       0.75      0.20      0.32        15

avg / total       0.67      0.59      0.59      1500
