((88, 75), 75, 75, 394)
((88, 75), 75, 75, 395)
((81, 75), 75, 75, 396)
((88, 75), 75, 75, 397)
((88, 75), 75, 75, 398)
((88, 75), 75, 75, 399)
((88, 75), 75, 75, 400)
((78, 76), 19, 76, 401)
((96, 97), 19, 97, 402)
((85, 19), 19, 19, 403)
((76, 97), 19, 97, 404)
((97, 88), 88, 88, 405)
((59, 86), 88, 86, 406)
((75, 88), 88, 88, 407)
((97, 81), 74, 81, 408)
((40, 26), 9, 26, 409)
((17, 44), 17, 44, 410)
((42, 17), 17, 17, 411)
((59, 17), 17, 17, 412)
((54, 42), 17, 42, 413)
((17, 53), 17, 53, 414)
((52, 17), 17, 17, 415)
((6, 26), 17, 26, 416)
((101, 76), 11, 76, 417)
((11, 46), 11, 46, 418)
((76, 101), 88, 101, 419)
((101, 76), 88, 76, 420)
((76, 101), 88, 101, 421)
((101, 76), 88, 76, 422)
((97, 101), 88, 101, 423)
((88, 101), 88, 101, 424)
((78, 76), 88, 76, 425)
((88, 101), 88, 101, 426)
((101, 76), 88, 76, 427)
((101, 76), 88, 76, 428)
((101, 76), 88, 76, 429)
((101, 97), 88, 97, 430)
((89, 101), 88, 101, 431)
((76, 97), 88, 97, 432)
((97, 101), 88, 101, 433)
((97, 101), 88, 101, 434)
((101, 97), 88, 97, 435)
((78, 76), 88, 76, 436)
((105, 101), 88, 101, 437)
((101, 97), 88, 97, 438)
((88, 105), 88, 105, 439)
((101, 88), 88, 88, 440)
((0, 97), 35, 97, 441)
((143, 47), 42, 47, 442)
((44, 22), 6, 22, 443)
((81, 88), 75, 88, 444)
((101, 97), 88, 97, 445)
((101, 88), 88, 88, 446)
((76, 88), 88, 88, 447)
((88, 89), 89, 89, 448)
((76, 89), 89, 89, 449)
((76, 89), 89, 89, 450)
((75, 88), 88, 88, 451)
((88, 75), 75, 75, 452)
((88, 75), 75, 75, 453)
((54, 6), 6, 6, 454)
((11, 30), 6, 30, 455)
((17, 46), 6, 46, 456)
((11, 6), 6, 6, 457)
((11, 46), 6, 46, 458)
((11, 6), 6, 6, 459)
((11, 6), 6, 6, 460)
((6, 76), 6, 76, 461)
((11, 6), 6, 6, 462)
((6, 17), 6, 17, 463)
((6, 11), 6, 11, 464)
((8, 6), 6, 6, 465)
((6, 17), 6, 17, 466)
((6, 9), 6, 9, 467)
((76, 6), 6, 6, 468)
((6, 56), 6, 56, 469)
((101, 76), 76, 76, 470)
((101, 76), 76, 76, 471)
((6, 76), 76, 76, 472)
((101, 76), 76, 76, 473)
((101, 76), 76, 76, 474)
((9, 76), 76, 76, 475)
((101, 76), 76, 76, 476)
((101, 76), 76, 76, 477)
((101, 76), 76, 76, 478)
((6, 76), 76, 76, 479)
((81, 76), 76, 76, 480)
((86, 88), 88, 88, 481)
((101, 88), 88, 88, 482)
((105, 88), 88, 88, 483)
((101, 76), 76, 76, 484)
((88, 75), 75, 75, 485)
((42, 3), 3, 3, 486)
((75, 88), 88, 88, 487)
((54, 76), 6, 76, 488)
((76, 88), 88, 88, 489)
((76, 6), 6, 6, 490)
((88, 81), 88, 81, 491)
((88, 81), 88, 81, 492)
((76, 54), 76, 54, 493)
((76, 89), 76, 89, 494)
((76, 78), 76, 78, 495)
((88, 81), 88, 81, 496)
((76, 88), 88, 88, 497)
((97, 89), 89, 89, 498)
((88, 81), 81, 81, 499)
((88, 81), 81, 81, 500)
((18, 74), 74, 74, 501)
((101, 76), 76, 76, 502)
((97, 19), 68, 19, 503)
((94, 81), 93, 81, 504)
((94, 97), 93, 97, 505)
((72, 42), 30, 42, 506)
((76, 101), 76, 101, 507)
((75, 88), 76, 88, 508)
((101, 76), 76, 76, 509)
((76, 88), 76, 88, 510)
((143, 130), 135, 130, 511)
((28, 25), 28, 25, 512)
((97, 86), 97, 86, 513)
((88, 97), 97, 97, 514)
((81, 88), 88, 88, 515)
((101, 76), 76, 76, 516)
((89, 97), 76, 97, 517)
((88, 76), 76, 76, 518)
((101, 76), 76, 76, 519)
((6, 42), 42, 42, 520)
((54, 27), 25, 27, 521)
((76, 88), 88, 88, 522)
((75, 88), 75, 88, 523)
((88, 81), 88, 81, 524)
((75, 88), 88, 88, 525)
((101, 88), 88, 88, 526)
((88, 97), 108, 97, 527)
((108, 97), 108, 97, 528)
((17, 42), 42, 42, 529)
((6, 42), 42, 42, 530)
((81, 88), 75, 88, 531)
((46, 58), 19, 58, 532)
((59, 42), 42, 42, 533)
((3, 42), 42, 42, 534)
((17, 42), 42, 42, 535)
((54, 42), 42, 42, 536)
((76, 97), 97, 97, 537)
((76, 101), 108, 101, 538)
((10, 67), 67, 67, 539)
((42, 6), 42, 6, 540)
((48, 13), 48, 13, 541)
((75, 88), 75, 88, 542)
((0, 9), 9, 9, 543)
((76, 6), 6, 6, 544)
((80, 79), 80, 79, 545)
((0, 56), 56, 56, 546)
((88, 76), 76, 76, 547)
((76, 88), 76, 88, 548)
((76, 88), 88, 88, 549)
((101, 88), 88, 88, 550)
((101, 76), 76, 76, 551)
((6, 9), 9, 9, 552)
((6, 9), 9, 9, 553)
((42, 47), 47, 47, 554)
((76, 6), 0, 6, 555)
((11, 42), 42, 42, 556)
((101, 76), 76, 76, 557)
((101, 76), 76, 76, 558)
((97, 94), 143, 94, 559)
((88, 76), 76, 76, 560)
((101, 76), 76, 76, 561)
((88, 76), 88, 76, 562)
((105, 59), 59, 59, 563)
((57, 42), 42, 42, 564)
((97, 42), 42, 42, 565)
((57, 143), 42, 143, 566)
((24, 30), 30, 30, 567)
((19, 82), 19, 82, 568)
((68, 6), 19, 6, 569)
((76, 89), 76, 89, 570)
((101, 89), 76, 89, 571)
((88, 76), 76, 76, 572)
((101, 76), 76, 76, 573)
((101, 76), 76, 76, 574)
((6, 76), 76, 76, 575)
((78, 76), 76, 76, 576)
((88, 6), 76, 6, 577)
((6, 76), 76, 76, 578)
((76, 6), 6, 6, 579)
((6, 54), 6, 54, 580)
((29, 26), 46, 26, 581)
((42, 143), 143, 143, 582)
((75, 88), 88, 88, 583)
((75, 88), 88, 88, 584)
((26, 42), 42, 42, 585)
((52, 42), 42, 42, 586)
((81, 88), 86, 88, 587)
((101, 88), 88, 88, 588)
((75, 88), 88, 88, 589)
((75, 88), 88, 88, 590)
((75, 88), 75, 88, 591)
((75, 88), 88, 88, 592)
((110, 88), 88, 88, 593)
((86, 88), 88, 88, 594)
((30, 73), 11, 73, 595)
((55, 42), 42, 42, 596)
((55, 42), 42, 42, 597)
((5, 42), 42, 42, 598)
((94, 97), 92, 97, 599)
((88, 97), 88, 97, 600)
((97, 88), 88, 88, 601)
((67, 42), 42, 42, 602)
((19, 143), 42, 143, 603)
((80, 79), 80, 79, 604)
((97, 75), 80, 75, 605)
((80, 82), 82, 82, 606)
((80, 82), 82, 82, 607)
((80, 82), 82, 82, 608)
((80, 79), 79, 79, 609)
((80, 79), 79, 79, 610)
((101, 76), 76, 76, 611)
((101, 76), 76, 76, 612)
((101, 76), 76, 76, 613)
((76, 54), 76, 54, 614)
((101, 88), 88, 88, 615)
((101, 88), 88, 88, 616)
((86, 88), 88, 88, 617)
((101, 88), 88, 88, 618)
((101, 88), 88, 88, 619)
((101, 88), 88, 88, 620)
((101, 88), 88, 88, 621)
((101, 88), 88, 88, 622)
((86, 88), 88, 88, 623)
((101, 76), 76, 76, 624)
((101, 76), 76, 76, 625)
((101, 76), 76, 76, 626)
((76, 101), 76, 101, 627)
((76, 88), 76, 88, 628)
((81, 88), 88, 88, 629)
((75, 88), 88, 88, 630)
((81, 88), 88, 88, 631)
((0, 56), 19, 56, 632)
((97, 59), 19, 59, 633)
((18, 74), 74, 74, 634)
((101, 76), 76, 76, 635)
((6, 76), 76, 76, 636)
((101, 76), 76, 76, 637)
((81, 88), 86, 88, 638)
((88, 101), 88, 101, 639)
((75, 88), 88, 88, 640)
((75, 88), 88, 88, 641)
((86, 88), 88, 88, 642)
((75, 88), 88, 88, 643)
((76, 88), 75, 88, 644)
((76, 88), 88, 88, 645)
((75, 88), 88, 88, 646)
((88, 76), 76, 76, 647)
((101, 76), 76, 76, 648)
((101, 76), 76, 76, 649)
((76, 88), 76, 88, 650)
((76, 88), 76, 88, 651)
((88, 76), 76, 76, 652)
((9, 40), 22, 40, 653)
((130, 143), 135, 143, 654)
((89, 76), 6, 76, 655)
((88, 81), 81, 81, 656)
((88, 81), 81, 81, 657)
((76, 81), 81, 81, 658)
((88, 81), 81, 81, 659)
((88, 81), 81, 81, 660)
((57, 42), 42, 42, 661)
((53, 29), 42, 29, 662)
((53, 42), 42, 42, 663)
((6, 76), 88, 76, 664)
((74, 19), 120, 19, 665)
((76, 101), 88, 101, 666)
((76, 101), 88, 101, 667)
((103, 101), 88, 101, 668)
((11, 6), 6, 6, 669)
((9, 6), 6, 6, 670)
((94, 6), 6, 6, 671)
((6, 76), 6, 76, 672)
((30, 46), 46, 46, 673)
((45, 46), 46, 46, 674)
((54, 56), 56, 56, 675)
((0, 56), 56, 56, 676)
((0, 56), 56, 56, 677)
((85, 97), 19, 97, 678)
((35, 19), 19, 19, 679)
((80, 85), 19, 85, 680)
((19, 85), 19, 85, 681)
((73, 30), 30, 30, 682)
((28, 58), 28, 58, 683)
((11, 46), 46, 46, 684)
((97, 94), 76, 94, 685)
((97, 76), 90, 76, 686)
((63, 10), 10, 10, 687)
((63, 10), 10, 10, 688)
((10, 11), 10, 11, 689)
((67, 42), 46, 42, 690)
((76, 78), 76, 78, 691)
((101, 97), 76, 97, 692)
((94, 97), 85, 97, 693)
((80, 75), 75, 75, 694)
((59, 10), 10, 10, 695)
((42, 10), 10, 10, 696)
((10, 54), 10, 54, 697)
((6, 54), 10, 54, 698)
((97, 76), 6, 76, 699)
((17, 54), 6, 54, 700)
((130, 97), 96, 97, 701)
((96, 97), 96, 97, 702)
((97, 9), 96, 9, 703)
((9, 6), 54, 6, 704)
((40, 26), 9, 26, 705)
((48, 59), 59, 59, 706)
((46, 11), 11, 11, 707)
((11, 46), 11, 46, 708)
((11, 6), 11, 6, 709)
((80, 85), 85, 85, 710)
((11, 42), 15, 42, 711)
((56, 0), 0, 0, 712)
((19, 97), 19, 97, 713)
((9, 6), 15, 6, 714)
((86, 97), 86, 97, 715)
((86, 97), 86, 97, 716)
((86, 97), 86, 97, 717)
((97, 88), 86, 88, 718)
((97, 88), 86, 88, 719)
((97, 88), 86, 88, 720)
((97, 86), 86, 86, 721)
((6, 11), 6, 11, 722)
((76, 6), 6, 6, 723)
((88, 86), 86, 86, 724)
((88, 86), 86, 86, 725)
((88, 86), 86, 86, 726)
((88, 86), 86, 86, 727)
((88, 86), 86, 86, 728)
((54, 42), 42, 42, 729)
((48, 42), 42, 42, 730)
((67, 48), 42, 48, 731)
((6, 51), 51, 51, 732)
((89, 101), 97, 101, 733)
((62, 10), 55, 10, 734)
((52, 71), 55, 71, 735)
((54, 76), 54, 76, 736)
((42, 3), 3, 3, 737)
((89, 76), 76, 76, 738)
((101, 76), 76, 76, 739)
((101, 76), 76, 76, 740)
((88, 76), 76, 76, 741)
((97, 76), 76, 76, 742)
((89, 76), 76, 76, 743)
((101, 76), 76, 76, 744)
((54, 76), 76, 76, 745)
((101, 76), 76, 76, 746)
((6, 76), 76, 76, 747)
((6, 76), 76, 76, 748)
((76, 6), 76, 6, 749)
((6, 76), 76, 76, 750)
((26, 6), 15, 6, 751)
((80, 97), 80, 97, 752)
((76, 89), 79, 89, 753)
((19, 0), 91, 0, 754)
((80, 19), 91, 19, 755)
((55, 6), 55, 6, 756)
((6, 76), 6, 76, 757)
((6, 76), 6, 76, 758)
((6, 76), 6, 76, 759)
((11, 30), 30, 30, 760)
((30, 6), 30, 6, 761)
((6, 11), 30, 11, 762)
((30, 54), 30, 54, 763)
((97, 42), 42, 42, 764)
((101, 76), 88, 76, 765)
((101, 76), 88, 76, 766)
((76, 105), 88, 105, 767)
((105, 97), 88, 97, 768)
((79, 80), 50, 80, 769)
((101, 88), 88, 88, 770)
((97, 88), 76, 88, 771)
((88, 101), 76, 101, 772)
((101, 97), 76, 97, 773)
((6, 54), 6, 54, 774)
((54, 76), 6, 76, 775)
((101, 76), 97, 76, 776)
((80, 79), 79, 79, 777)
((79, 80), 79, 80, 778)
((11, 6), 6, 6, 779)
((6, 42), 6, 42, 780)
((42, 6), 6, 6, 781)
((42, 26), 6, 26, 782)
((17, 11), 6, 11, 783)
((6, 26), 6, 26, 784)
((86, 97), 86, 97, 785)
((54, 89), 54, 89, 786)
((96, 97), 19, 97, 787)
((97, 76), 19, 76, 788)
((31, 73), 30, 73, 789)
((89, 76), 89, 76, 790)
((54, 76), 89, 76, 791)
((76, 78), 78, 78, 792)
((78, 76), 78, 76, 793)
((76, 78), 78, 78, 794)
((78, 96), 78, 96, 795)
((76, 78), 78, 78, 796)
((76, 78), 78, 78, 797)
((101, 78), 78, 78, 798)
((46, 67), 46, 67, 799)
((81, 88), 88, 88, 800)
((76, 88), 88, 88, 801)
((75, 88), 88, 88, 802)
((76, 88), 88, 88, 803)
((101, 88), 88, 88, 804)
((101, 88), 88, 88, 805)
((76, 88), 88, 88, 806)
((76, 88), 88, 88, 807)
((76, 88), 88, 88, 808)
((76, 88), 88, 88, 809)
((76, 88), 88, 88, 810)
((76, 88), 88, 88, 811)
((81, 88), 88, 88, 812)
((76, 88), 88, 88, 813)
((75, 88), 88, 88, 814)
((97, 88), 88, 88, 815)
((86, 88), 88, 88, 816)
((75, 88), 88, 88, 817)
((88, 81), 88, 81, 818)
((81, 88), 88, 88, 819)
((97, 94), 88, 94, 820)
((76, 88), 88, 88, 821)
((76, 88), 88, 88, 822)
((88, 105), 88, 105, 823)
((75, 88), 88, 88, 824)
((75, 88), 88, 88, 825)
((76, 88), 88, 88, 826)
((81, 88), 88, 88, 827)
((76, 88), 88, 88, 828)
((86, 88), 88, 88, 829)
((76, 88), 88, 88, 830)
((76, 88), 88, 88, 831)
((94, 97), 88, 97, 832)
((76, 88), 88, 88, 833)
((101, 76), 110, 76, 834)
((88, 81), 81, 81, 835)
((19, 0), 0, 0, 836)
((19, 0), 0, 0, 837)
((76, 88), 76, 88, 838)
((94, 97), 97, 97, 839)
((101, 76), 76, 76, 840)
((101, 76), 76, 76, 841)
((101, 76), 76, 76, 842)
((88, 76), 76, 76, 843)
((88, 97), 89, 97, 844)
((101, 88), 88, 88, 845)
((22, 44), 5, 44, 846)
((57, 143), 5, 143, 847)
((42, 57), 42, 57, 848)
((57, 42), 42, 42, 849)
((42, 57), 42, 57, 850)
((57, 42), 42, 42, 851)
((88, 101), 77, 101, 852)
((88, 101), 77, 101, 853)
((88, 97), 77, 97, 854)
((101, 88), 77, 88, 855)
((88, 101), 77, 101, 856)
((101, 88), 77, 88, 857)
((101, 88), 77, 88, 858)
((101, 88), 77, 88, 859)
((97, 101), 77, 101, 860)
((88, 101), 101, 101, 861)
((5, 42), 5, 42, 862)
((76, 97), 9, 97, 863)
((97, 88), 102, 88, 864)
((17, 64), 0, 64, 865)
((11, 46), 46, 46, 866)
((54, 17), 46, 17, 867)
((88, 81), 81, 81, 868)
((88, 81), 81, 81, 869)
((89, 76), 89, 76, 870)
((88, 81), 81, 81, 871)
((73, 54), 8, 54, 872)
((54, 76), 8, 76, 873)
